"","Valor_credito","Casa_propia","Cuentas_morosas","salario","Sexo","Hijos","carro","Estado_civil","Devuelve_credito"
"402",95315,"Si","Si",8203,"Masculino",0,"No","Casado","Si"
"403",17733,"Si","Si",8264,"Femenino",2,"Si","Casado","Si"
"404",62738,"Si","Si",9637,"Femenino",1,"No","Soltero","Si"
"405",35413,"Si","Si",3701,"Femenino",0,"No","Soltero","No"
"406",97046,"No","No",5130,"Femenino",6,"No","Casado","Si"
"407",73039,"Si","No",4384,"Femenino",0,"Si","Soltero","Si"
"408",15315,"No","Si",5967,"Masculino",2,"No","Casado","No"
"409",82391,"No","No",1764,"Femenino",0,"Si","Casado","No"
"410",80226,"No","No",2170,"Masculino",1,"Si","Casado","No"
"411",101587,"No","No",6894,"Masculino",6,"Si","Casado","Si"
"412",48168,"Si","No",8830,"Masculino",6,"Si","Casado","Si"
"413",25724,"Si","No",7178,"Masculino",6,"Si","Casado","Si"
"414",106159,"Si","No",1965,"Femenino",0,"No","Casado","Si"
"415",73120,"Si","No",3191,"Femenino",6,"Si","Soltero","No"
"416",74360,"Si","Si",6395,"Femenino",0,"Si","Casado","No"
"417",17945,"No","Si",1727,"Femenino",2,"Si","Casado","No"
"418",62019,"No","No",3382,"Masculino",0,"No","Soltero","Si"
"419",57554,"Si","Si",6657,"Masculino",0,"No","Casado","No"
"420",72999,"No","Si",3601,"Femenino",0,"Si","Separado","No"
"421",36919,"No","Si",10061,"Femenino",0,"No","Soltero","Si"
"422",23634,"No","Si",1663,"Masculino",5,"No","Soltero","No"
"423",100710,"No","No",8235,"Masculino",4,"Si","Soltero","No"
"424",19526,"Si","No",2812,"Masculino",0,"No","Soltero","No"
"425",101320,"Si","No",10480,"Masculino",1,"Si","Casado","Si"
"426",43808,"Si","No",4709,"Femenino",0,"Si","Casado","Si"
"427",93768,"No","Si",8190,"Masculino",3,"No","Soltero","No"
"428",12348,"Si","Si",4586,"Femenino",0,"Si","Soltero","No"
"429",90590,"Si","No",4393,"Masculino",0,"No","Casado","Si"
"430",74112,"Si","No",3043,"Masculino",6,"Si","Soltero","No"
"431",23282,"Si","Si",3810,"Masculino",0,"Si","Casado","No"
"432",71849,"No","No",10528,"Femenino",0,"Si","Casado","No"
"433",24998,"No","No",9050,"Masculino",4,"No","Casado","No"
"434",78604,"No","No",1974,"Masculino",6,"Si","Soltero","No"
"435",18420,"No","Si",8986,"Masculino",6,"No","Casado","Si"
"436",67318,"Si","No",2297,"Femenino",2,"No","Casado","Si"
"437",73767,"Si","Si",6054,"Femenino",0,"No","Soltero","No"
"438",20501,"Si","No",9653,"Masculino",0,"No","Casado","Si"
"439",47582,"No","Si",4446,"Femenino",5,"No","Soltero","No"
"440",49571,"Si","No",1903,"Masculino",0,"Si","Soltero","Si"
"441",103620,"No","No",9455,"Masculino",6,"Si","Soltero","Si"
"442",64374,"Si","No",4037,"Femenino",0,"No","Soltero","No"
"443",43388,"No","No",8097,"Masculino",0,"No","Soltero","Si"
"444",66105,"No","Si",10531,"Femenino",1,"Si","Casado","Si"
"445",65635,"Si","No",2857,"Masculino",0,"Si","Casado","No"
"446",64702,"No","No",7952,"Masculino",2,"Si","Soltero","Si"
"447",46573,"Si","No",10867,"Masculino",0,"Si","Divorciado","Si"
"448",19963,"Si","Si",4323,"Femenino",3,"Si","Casado","Si"
"449",53194,"No","Si",5994,"Femenino",0,"No","Casado","No"
"450",63888,"Si","No",8237,"Masculino",0,"Si","Casado","No"
"451",64696,"No","No",3989,"Femenino",6,"No","Soltero","No"
"452",27840,"No","Si",3568,"Masculino",0,"Si","Divorciado","Si"
"453",28456,"Si","Si",5310,"Masculino",0,"Si","Casado","Si"
"454",70205,"No","No",10407,"Femenino",0,"Si","Casado","No"
"455",84234,"Si","No",10827,"Masculino",3,"No","Casado","Si"
"456",109401,"Si","No",5699,"Femenino",6,"Si","Soltero","Si"
"457",35775,"No","Si",3675,"Masculino",0,"Si","Casado","Si"
"458",88086,"No","No",8499,"Masculino",6,"No","Casado","Si"
"459",46120,"Si","Si",7626,"Femenino",0,"No","Soltero","No"
"460",40688,"No","Si",10870,"Femenino",1,"No","Soltero","No"
"461",48758,"Si","Si",2116,"Femenino",4,"Si","Viudo","No"
"462",20189,"No","Si",10328,"Masculino",1,"No","Casado","Si"
"463",73277,"Si","No",5897,"Femenino",0,"No","Soltero","Si"
"464",13230,"No","No",6062,"Femenino",6,"Si","Divorciado","No"
"465",17201,"Si","Si",7386,"Masculino",0,"Si","Divorciado","Si"
"466",33234,"No","Si",4608,"Masculino",0,"Si","Casado","No"
"467",91724,"No","Si",8353,"Femenino",6,"No","Soltero","Si"
"468",84269,"Si","Si",1446,"Masculino",2,"No","Soltero","Si"
"469",38399,"No","Si",1841,"Femenino",1,"No","Casado","No"
"470",38682,"No","No",6065,"Femenino",0,"No","Soltero","Si"
"471",41979,"No","Si",7086,"Femenino",0,"No","Soltero","Si"
"472",28879,"Si","No",2069,"Femenino",0,"Si","Casado","No"
"473",87190,"No","Si",9361,"Masculino",0,"No","Soltero","Si"
"474",17174,"No","No",4494,"Femenino",5,"No","Soltero","No"
"475",17028,"No","Si",1224,"Masculino",5,"Si","Casado","Si"
"476",85799,"No","No",7685,"Masculino",6,"Si","Casado","Si"
"477",108697,"No","No",5325,"Femenino",0,"No","Casado","Si"
"478",49710,"Si","No",9179,"Femenino",0,"No","Divorciado","Si"
"479",17193,"Si","Si",2040,"Masculino",4,"No","Soltero","No"
"480",30244,"No","No",8684,"Femenino",6,"No","Soltero","No"
"481",24190,"Si","No",3574,"Femenino",5,"No","Casado","No"
"482",51500,"Si","No",1664,"Masculino",0,"Si","Divorciado","Si"
"483",26845,"Si","Si",3752,"Masculino",3,"No","Casado","Si"
"484",42255,"No","Si",4339,"Femenino",0,"Si","Casado","Si"
"485",41931,"No","No",6036,"Femenino",0,"Si","Casado","Si"
"486",8923,"Si","No",4271,"Masculino",6,"No","Casado","No"
"487",85763,"Si","Si",1208,"Femenino",0,"No","Viudo","Si"
"488",100602,"No","No",8484,"Masculino",3,"No","Casado","Si"
"489",72692,"Si","No",6697,"Masculino",5,"Si","Soltero","No"
"490",85421,"No","No",10132,"Femenino",3,"No","Viudo","No"
"491",46432,"No","No",7277,"Femenino",0,"No","Divorciado","No"
"492",102704,"No","No",1824,"Femenino",5,"Si","Soltero","Si"
"493",42998,"Si","No",5671,"Masculino",0,"No","Soltero","No"
"494",80472,"Si","Si",1644,"Masculino",6,"Si","Soltero","No"
"495",106258,"No","No",2979,"Masculino",1,"No","Divorciado","Si"
"496",18051,"Si","Si",4840,"Masculino",0,"Si","Viudo","No"
"497",12358,"No","Si",8475,"Femenino",3,"No","Casado","No"
"498",79943,"No","No",4606,"Femenino",0,"No","Soltero","No"
"499",80473,"No","No",8710,"Masculino",0,"Si","Casado","No"
"500",76820,"No","No",8869,"Femenino",4,"No","Casado","No"
"501",38920,"No","No",3873,"Masculino",4,"No","Soltero","Si"
"502",58199,"No","No",7124,"Femenino",4,"Si","Soltero","Si"
"503",37197,"Si","No",6163,"Femenino",6,"No","Casado","Si"
"504",28671,"No","Si",2045,"Masculino",0,"Si","Casado","Si"
"505",73496,"No","No",5179,"Femenino",1,"Si","Casado","Si"
"506",12371,"No","Si",4428,"Femenino",0,"No","Viudo","Si"
"507",76532,"No","Si",3184,"Masculino",0,"Si","Casado","Si"
"508",54001,"Si","No",7765,"Femenino",3,"No","Soltero","Si"
"509",14544,"No","Si",7148,"Femenino",3,"No","Casado","Si"
"510",81535,"No","No",9613,"Masculino",0,"No","Casado","No"
"511",106098,"Si","Si",8058,"Femenino",6,"Si","Soltero","No"
"512",54461,"Si","Si",6415,"Masculino",0,"No","Soltero","No"
"513",18612,"No","Si",2106,"Masculino",0,"No","Casado","Si"
"514",13641,"Si","Si",4355,"Femenino",4,"No","Casado","No"
"515",94164,"Si","No",3271,"Femenino",0,"Si","Casado","No"
"516",60073,"Si","No",9546,"Masculino",3,"No","Soltero","No"
"517",45784,"Si","No",6584,"Masculino",0,"Si","Soltero","No"
"518",95165,"No","Si",6725,"Masculino",4,"No","Casado","Si"
"519",41418,"Si","Si",10111,"Femenino",0,"No","Casado","Si"
"520",108204,"Si","No",1787,"Femenino",2,"Si","Casado","Si"
"521",63142,"No","Si",7024,"Femenino",2,"No","Soltero","No"
"522",93910,"Si","Si",7190,"Femenino",3,"Si","Casado","Si"
"523",18322,"Si","No",7292,"Masculino",0,"Si","Casado","No"
"524",55306,"Si","No",8991,"Femenino",1,"No","Casado","Si"
"525",64880,"Si","Si",1321,"Masculino",1,"No","Soltero","No"
"526",12699,"No","Si",1675,"Masculino",0,"Si","Soltero","No"
"527",45668,"Si","No",1719,"Femenino",0,"Si","Casado","Si"
"528",78735,"No","No",4171,"Femenino",0,"Si","Soltero","No"
"529",79827,"Si","Si",4927,"Femenino",0,"Si","Casado","Si"
"530",97895,"Si","Si",10769,"Femenino",6,"No","Soltero","Si"
"531",82598,"Si","Si",7332,"Femenino",3,"No","Soltero","No"
"532",98741,"Si","No",8099,"Femenino",3,"Si","Soltero","No"
"533",51957,"Si","No",9597,"Femenino",0,"Si","Soltero","Si"
"534",72133,"No","Si",4037,"Masculino",6,"No","Soltero","Si"
"535",49454,"No","No",4441,"Femenino",0,"Si","Casado","No"
"536",92258,"Si","Si",5412,"Femenino",0,"No","Casado","Si"
"537",58570,"Si","Si",1761,"Femenino",0,"Si","Casado","No"
"538",28428,"Si","No",6747,"Masculino",0,"Si","Soltero","No"
"539",61341,"Si","No",2927,"Masculino",4,"No","Soltero","Si"
"540",98950,"No","No",4859,"Masculino",6,"Si","Soltero","No"
"541",11828,"Si","No",8676,"Femenino",0,"Si","Soltero","Si"
"542",95718,"Si","No",5229,"Femenino",0,"No","Soltero","No"
"543",45823,"Si","No",3771,"Masculino",6,"No","Casado","Si"
"544",74433,"Si","No",3031,"Masculino",1,"Si","Casado","Si"
"545",21752,"No","No",10796,"Femenino",0,"Si","Casado","Si"
"546",106148,"No","No",4098,"Femenino",4,"No","Separado","No"
"547",24223,"No","No",7080,"Masculino",2,"Si","Casado","Si"
"548",26211,"No","No",5561,"Masculino",4,"No","Soltero","No"
"549",99305,"No","No",3066,"Masculino",6,"Si","Soltero","No"
"550",18695,"Si","Si",4845,"Femenino",0,"No","Soltero","Si"
"551",53038,"Si","Si",4720,"Femenino",0,"Si","Soltero","No"
"552",69643,"Si","Si",2065,"Masculino",0,"Si","Soltero","Si"
"553",18819,"Si","No",3265,"Femenino",5,"Si","Soltero","No"
"554",55151,"No","No",3260,"Femenino",3,"Si","Casado","No"
"555",99982,"Si","No",4129,"Femenino",6,"No","Casado","Si"
"556",104500,"No","Si",6573,"Masculino",0,"No","Casado","No"
"557",71494,"No","Si",2844,"Femenino",0,"Si","Casado","Si"
"558",20123,"Si","Si",6706,"Femenino",0,"No","Viudo","No"
"559",95396,"Si","Si",4609,"Femenino",0,"Si","Casado","No"
"560",16070,"Si","No",6784,"Masculino",0,"No","Casado","No"
"561",92539,"No","No",7996,"Femenino",2,"No","Casado","Si"
"562",80659,"Si","Si",9734,"Femenino",6,"No","Soltero","Si"
"563",44460,"Si","Si",1443,"Femenino",3,"Si","Soltero","Si"
"564",82381,"Si","No",4325,"Femenino",6,"No","Soltero","Si"
"565",40169,"No","Si",9252,"Masculino",6,"No","Divorciado","Si"
"566",66287,"No","Si",3097,"Femenino",4,"Si","Soltero","Si"
"567",25483,"No","Si",7274,"Femenino",2,"Si","Divorciado","No"
"568",46852,"Si","No",3471,"Femenino",0,"Si","Soltero","No"
"569",88955,"No","No",4645,"Femenino",6,"Si","Soltero","No"
"570",70784,"Si","No",2101,"Femenino",0,"No","Casado","Si"
"571",87991,"Si","No",7319,"Masculino",0,"No","Casado","No"
"572",38504,"Si","No",8909,"Masculino",4,"Si","Casado","No"
"573",43392,"No","Si",9970,"Femenino",0,"Si","Soltero","No"
"574",72312,"Si","No",2431,"Masculino",6,"No","Soltero","Si"
"575",23414,"No","Si",4333,"Femenino",3,"No","Soltero","No"
"576",60153,"No","Si",2712,"Femenino",0,"Si","Soltero","No"
"577",36846,"Si","Si",6369,"Femenino",4,"No","Soltero","No"
"578",13977,"No","Si",3048,"Femenino",5,"No","Soltero","Si"
"579",68300,"No","Si",9362,"Masculino",0,"Si","Casado","Si"
"580",41782,"Si","Si",1781,"Masculino",0,"No","Soltero","Si"
"581",38969,"Si","Si",6079,"Femenino",0,"Si","Casado","Si"
"582",76872,"No","Si",3666,"Masculino",0,"No","Soltero","Si"
"583",78551,"No","Si",5155,"Masculino",0,"No","Casado","No"
"584",21618,"No","No",3827,"Femenino",6,"Si","Divorciado","Si"
"585",58374,"No","No",8674,"Femenino",4,"Si","Casado","Si"
"586",102117,"Si","No",1957,"Femenino",0,"No","Viudo","Si"
"587",24340,"Si","Si",3151,"Femenino",0,"No","Casado","No"
"588",28952,"Si","No",5188,"Masculino",6,"Si","Soltero","Si"
"589",103309,"Si","Si",9617,"Masculino",0,"Si","Soltero","No"
"590",26202,"Si","No",4607,"Femenino",0,"Si","Soltero","Si"
"591",24349,"Si","Si",6216,"Masculino",0,"Si","Casado","Si"
"592",45373,"No","Si",3509,"Femenino",0,"Si","Casado","No"
"593",24635,"Si","No",8737,"Femenino",2,"Si","Casado","No"
"594",10629,"No","Si",10435,"Masculino",6,"No","Casado","No"
"595",44985,"Si","Si",7033,"Femenino",0,"No","Viudo","Si"
"596",29605,"Si","Si",7964,"Femenino",0,"No","Soltero","No"
"597",25700,"Si","No",9016,"Masculino",1,"No","Casado","No"
"598",17084,"No","Si",6102,"Masculino",1,"Si","Soltero","No"
"599",76206,"No","Si",7698,"Femenino",0,"No","Divorciado","Si"
"600",44639,"Si","Si",10100,"Masculino",2,"Si","Soltero","No"
"601",41374,"Si","Si",6162,"Masculino",3,"No","Soltero","No"
"602",83008,"No","No",10817,"Femenino",0,"No","Soltero","No"
"603",52806,"No","No",4949,"Femenino",0,"No","Casado","Si"
"604",16269,"No","No",9175,"Femenino",0,"No","Casado","No"
"605",69545,"Si","Si",8075,"Femenino",4,"Si","Viudo","No"
"606",16774,"Si","No",10021,"Masculino",4,"Si","Casado","No"
"607",29104,"No","Si",7802,"Masculino",6,"Si","Divorciado","No"
"608",11311,"Si","Si",10120,"Femenino",4,"No","Divorciado","No"
"609",56607,"No","No",2988,"Masculino",0,"No","Casado","Si"
"610",104573,"No","Si",3758,"Masculino",2,"No","Soltero","No"
"611",76816,"No","Si",8005,"Femenino",0,"No","Soltero","Si"
"612",91019,"No","No",1209,"Femenino",6,"Si","Soltero","Si"
"613",94504,"Si","Si",8459,"Masculino",0,"Si","Casado","Si"
"614",105402,"Si","Si",10176,"Femenino",3,"No","Casado","No"
"615",45565,"Si","No",9231,"Masculino",1,"Si","Casado","No"
"616",35833,"Si","Si",8930,"Femenino",6,"No","Casado","No"
"617",34868,"Si","No",2388,"Femenino",0,"Si","Soltero","No"
"618",10919,"No","No",6473,"Femenino",1,"No","Casado","Si"
"619",95636,"No","Si",6277,"Masculino",6,"No","Casado","No"
"620",28823,"Si","Si",7614,"Masculino",0,"No","Casado","Si"
"621",79141,"No","No",9954,"Femenino",0,"Si","Soltero","No"
"622",109387,"Si","No",6058,"Femenino",6,"No","Soltero","No"
"623",25661,"Si","Si",3284,"Masculino",2,"Si","Casado","No"
"624",49847,"Si","No",1614,"Masculino",6,"No","Viudo","Si"
"625",34395,"Si","Si",8228,"Masculino",0,"No","Divorciado","Si"
"626",48474,"Si","No",8980,"Masculino",0,"No","Soltero","No"
"627",9190,"No","No",2014,"Femenino",0,"No","Soltero","Si"
"628",66081,"Si","No",3344,"Femenino",0,"No","Casado","Si"
"629",35482,"Si","No",8251,"Masculino",0,"Si","Casado","No"
"630",33034,"No","No",2880,"Femenino",6,"No","Soltero","No"
"631",58142,"No","Si",2674,"Femenino",5,"No","Casado","No"
"632",109517,"Si","Si",6974,"Masculino",6,"Si","Casado","No"
"633",22551,"Si","No",7688,"Masculino",0,"Si","Casado","No"
"634",69993,"No","Si",1970,"Femenino",2,"Si","Divorciado","No"
"635",67283,"Si","No",2748,"Masculino",1,"Si","Casado","No"
"636",72563,"No","Si",9026,"Femenino",5,"Si","Soltero","Si"
"637",40187,"No","Si",5064,"Masculino",6,"Si","Soltero","Si"
"638",100885,"Si","No",10104,"Masculino",0,"No","Divorciado","Si"
"639",71525,"No","Si",2237,"Femenino",0,"No","Casado","Si"
"640",39162,"No","Si",1248,"Masculino",4,"Si","Casado","Si"
"641",35713,"Si","No",4006,"Femenino",6,"Si","Soltero","No"
"642",83775,"Si","Si",10161,"Masculino",4,"Si","Soltero","Si"
"643",77703,"Si","No",6612,"Femenino",1,"No","Divorciado","Si"
"644",25991,"Si","Si",10885,"Femenino",0,"No","Casado","Si"
"645",76661,"No","No",3701,"Masculino",1,"Si","Soltero","Si"
"646",42334,"No","Si",10091,"Femenino",0,"Si","Soltero","No"
"647",90108,"Si","Si",2089,"Masculino",4,"Si","Soltero","No"
"648",33283,"Si","No",8589,"Femenino",0,"Si","Casado","Si"
"649",92974,"No","Si",3196,"Femenino",0,"Si","Soltero","No"
"650",48178,"No","No",10152,"Masculino",3,"No","Soltero","No"
"651",49212,"Si","Si",1227,"Femenino",0,"Si","Soltero","No"
"652",98961,"Si","Si",4545,"Femenino",0,"Si","Soltero","Si"
"653",30050,"No","Si",6862,"Femenino",4,"Si","Soltero","Si"
"654",44657,"No","Si",3017,"Femenino",4,"No","Divorciado","Si"
"655",22569,"Si","Si",2688,"Femenino",0,"Si","Casado","No"
"656",42212,"No","Si",7674,"Masculino",0,"Si","Casado","No"
"657",19923,"Si","Si",8143,"Femenino",0,"No","Soltero","No"
"658",102703,"No","No",8418,"Masculino",0,"No","Casado","Si"
"659",69291,"Si","No",7391,"Masculino",0,"No","Soltero","Si"
"660",70477,"Si","Si",9485,"Masculino",3,"Si","Soltero","Si"
"661",14861,"Si","No",3370,"Femenino",0,"No","Casado","No"
"662",101250,"No","No",2612,"Femenino",0,"No","Casado","Si"
"663",39808,"No","Si",3264,"Femenino",0,"No","Divorciado","No"
"664",24959,"Si","Si",3172,"Femenino",6,"No","Soltero","No"
"665",75127,"No","Si",10142,"Femenino",4,"Si","Soltero","Si"
"666",92950,"No","Si",7164,"Masculino",0,"No","Soltero","No"
"667",81791,"No","No",4660,"Masculino",4,"No","Divorciado","No"
"668",72209,"No","No",5514,"Femenino",5,"No","Soltero","Si"
"669",13782,"No","No",4619,"Femenino",6,"No","Casado","No"
"670",58175,"No","No",7363,"Masculino",5,"Si","Casado","No"
"671",44190,"No","No",10472,"Masculino",6,"No","Soltero","No"
"672",77860,"No","Si",9492,"Masculino",0,"Si","Soltero","No"
"673",55475,"Si","Si",2586,"Masculino",0,"No","Casado","Si"
"674",35786,"Si","No",5415,"Femenino",0,"No","Divorciado","No"
"675",41072,"No","Si",5581,"Masculino",5,"Si","Soltero","No"
"676",24873,"Si","Si",2964,"Femenino",0,"No","Casado","No"
"677",82046,"No","Si",4419,"Femenino",2,"No","Soltero","No"
"678",9414,"No","No",10349,"Masculino",0,"No","Soltero","No"
"679",32350,"Si","No",5704,"Femenino",6,"No","Divorciado","Si"
"680",43139,"Si","No",6657,"Femenino",6,"No","Soltero","Si"
"681",52873,"No","Si",8196,"Femenino",0,"No","Casado","No"
"682",71088,"No","Si",2728,"Masculino",0,"No","Soltero","No"
"683",13273,"No","No",7194,"Masculino",0,"No","Casado","Si"
"684",43165,"No","Si",4885,"Femenino",0,"Si","Soltero","No"
"685",92024,"No","Si",9331,"Femenino",0,"Si","Viudo","Si"
"686",9434,"Si","No",5609,"Femenino",0,"No","Soltero","No"
"687",49196,"No","Si",8794,"Femenino",6,"No","Soltero","Si"
"688",79973,"No","No",4067,"Masculino",0,"Si","Soltero","No"
"689",76859,"No","Si",10131,"Masculino",0,"Si","Soltero","No"
"690",94528,"Si","Si",2291,"Femenino",0,"No","Viudo","Si"
"691",52257,"Si","Si",2612,"Femenino",0,"Si","Separado","No"
"692",13560,"No","No",6840,"Masculino",0,"No","Casado","Si"
"693",104824,"No","No",4615,"Masculino",0,"No","Casado","Si"
"694",103879,"Si","No",1992,"Masculino",6,"No","Casado","Si"
"695",14756,"Si","Si",7041,"Masculino",0,"Si","Casado","No"
"696",64788,"No","No",8521,"Masculino",6,"No","Casado","No"
"697",40332,"Si","No",5412,"Femenino",0,"No","Casado","Si"
"698",58882,"No","Si",8843,"Masculino",4,"No","Soltero","No"
"699",63457,"Si","No",1471,"Masculino",6,"No","Soltero","Si"
"700",44211,"No","No",8434,"Femenino",0,"No","Divorciado","No"
"701",79204,"Si","Si",4334,"Masculino",0,"Si","Viudo","No"
"702",12566,"Si","No",5980,"Femenino",0,"Si","Soltero","Si"
"703",16650,"Si","No",9954,"Masculino",0,"No","Casado","No"
"704",83976,"No","No",9007,"Masculino",2,"No","Casado","Si"
"705",89111,"Si","Si",6476,"Masculino",0,"Si","Divorciado","No"
"706",30226,"Si","Si",8909,"Femenino",0,"Si","Casado","No"
"707",55531,"No","Si",7686,"Masculino",2,"No","Soltero","No"
"708",20331,"No","Si",1678,"Femenino",1,"No","Soltero","Si"
"709",37610,"Si","No",7843,"Masculino",3,"Si","Soltero","No"
"710",29660,"Si","No",5164,"Femenino",0,"Si","Casado","No"
"711",52788,"Si","No",3617,"Femenino",0,"Si","Soltero","No"
"712",86087,"No","No",6362,"Masculino",6,"Si","Separado","Si"
"713",54429,"Si","Si",5129,"Femenino",5,"No","Soltero","No"
"714",84026,"No","No",4386,"Masculino",2,"No","Casado","No"
"715",93885,"Si","No",4535,"Masculino",0,"No","Soltero","No"
"716",96328,"Si","No",7976,"Masculino",0,"Si","Casado","No"
"717",28063,"No","No",1619,"Femenino",0,"No","Casado","No"
"718",56058,"Si","Si",2996,"Femenino",0,"No","Soltero","No"
"719",45570,"No","Si",6018,"Masculino",0,"Si","Divorciado","Si"
"720",39616,"Si","No",1438,"Femenino",0,"No","Casado","Si"
"721",98047,"No","No",9318,"Femenino",4,"No","Soltero","Si"
"722",103886,"No","Si",8732,"Masculino",0,"Si","Casado","No"
"723",37025,"Si","Si",1884,"Femenino",0,"Si","Casado","Si"
"724",80959,"No","Si",8399,"Masculino",1,"No","Casado","Si"
"725",64208,"No","No",10363,"Masculino",1,"No","Casado","Si"
"726",79863,"Si","Si",8803,"Masculino",2,"Si","Soltero","Si"
"727",96137,"Si","Si",7846,"Femenino",6,"No","Casado","Si"
"728",53775,"No","Si",5045,"Femenino",3,"No","Soltero","Si"
"729",94982,"Si","Si",2725,"Masculino",0,"Si","Soltero","No"
"730",98039,"Si","No",4340,"Femenino",1,"No","Casado","No"
"731",81946,"Si","No",4070,"Masculino",0,"No","Soltero","Si"
"732",53876,"Si","No",9238,"Femenino",6,"Si","Casado","No"
"733",73173,"No","Si",7101,"Femenino",1,"Si","Divorciado","Si"
"734",108794,"No","Si",7043,"Femenino",0,"Si","Soltero","No"
"735",88978,"Si","No",3917,"Femenino",2,"Si","Casado","Si"
"736",16053,"No","Si",10591,"Masculino",0,"No","Soltero","Si"
"737",90276,"No","Si",6222,"Masculino",4,"Si","Soltero","Si"
"738",21460,"No","Si",4761,"Femenino",1,"Si","Casado","No"
"739",20661,"No","No",2944,"Masculino",1,"No","Divorciado","No"
"740",86396,"No","Si",9079,"Femenino",4,"Si","Soltero","Si"
"741",106023,"No","Si",1806,"Femenino",5,"No","Soltero","No"
"742",63458,"Si","No",6840,"Masculino",0,"No","Casado","No"
"743",75763,"No","No",1979,"Masculino",0,"Si","Soltero","Si"
"744",98281,"Si","No",5329,"Femenino",6,"Si","Viudo","No"
"745",107687,"No","Si",3375,"Masculino",2,"No","Soltero","No"
"746",64026,"No","Si",3194,"Femenino",0,"Si","Soltero","No"
"747",107924,"No","Si",10662,"Femenino",0,"No","Casado","No"
